,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
10,Alassán,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,2,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,8,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,16.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,12,20,60.0,115,30,8,11,72.7,2,4,50.0,0,2,0.0,0,0.0,0.0,0.0,1,0,0,0,0,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,20,19,1,0,0,1,0,0,0,0,0,0,12,0,0,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,3,3.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,3,0,2,1,0,0,2,0.0,2,2,0,2,1,4,2,0,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,34,1,8,8,18,6,34,4,2,50.0,1,25.0,14,110,60,3,2,3,1,1,21,8,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,2,77,39,5.0,0.9,0,0,0,2,39,10,0.00,2,2,0,0.00,+0.81,0.4,2.3,-1.8,-2.12,-1.95,es ESP,"FW,MF",Tenerife,La Liga 2,22-091,2002,0.9,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0.0
11,Albarrán,es ESP,DF,Córdoba,La Liga 2,30-332,1994,16,14,"1,242",13.8,1,1,2,1,0,0,6,0,0.8,0.8,1.6,2.4,19,54,51,0.07,0.07,0.14,0.07,0.14,0.05,0.12,0.17,0.05,0.17,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,1,12,2,16.7,0.87,0.14,0.08,0.50,12.9,0,0,0,0.8,0.8,0.06,+0.2,+0.2,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,412,567,72.7,7749,3288,170,203,83.7,187,236,79.2,52,99,52.5,1,1.6,1.8,-0.6,11,36,9,7,54,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,567,441,121,4,0,4,34,117,0,0,0,0,412,5,21,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,22,1.59,15,6,1,0,0,0,3,0.22,2,0,1,0,0,0,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,25,15,6,16,3,12,17,70.6,5,9,3,6,16,41,29,1,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,697,28,217,303,182,28,697,9,4,44.4,5,55.6,304,1484,741,19,15,1,19,4,337,51,es ESP,DF,Córdoba,La Liga 2,30-332,1994,16,"1,242",78,76.7,13.8,14,85,11,2,27,0,1.19,14,20,-6,-0.43,-0.20,15.4,20.6,-5.2,-0.38,-0.54,es ESP,DF,Córdoba,La Liga 2,30-332,1994,13.8,6,0,0,30,6,3,34,16,15,0,0,0,58,21,12,63.6
12,Raúl Alcaina,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1,90,90,5.6,1.0,1,90,1,0,0,0,0.00,0,1,-1,-1.00,-1.18,0,0,0,0,0,es ESP,FW,La Coruña,La Liga 2,24-146,2000,1.0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0
13,Pedro Alcalá,es ESP,DF,Cartagena,La Liga 2,35-268,1989,15,14,"1,274",14.2,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,2,24,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,0,7,3,42.9,0.49,0.21,0.00,0.00,24.9,2,0,0,0.4,0.4,0.06,-0.4,-0.4,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,433,572,75.7,10341,3876,78,92,84.8,265,291,91.1,87,172,50.6,0,0.1,0.2,-0.1,2,38,2,1,24,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,572,540,26,24,0,14,2,2,0,0,0,0,433,6,4,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,6,0.42,5,0,0,1,0,0,1,0.07,0,0,0,1,0,0,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,11,6,7,3,1,4,9,44.4,5,14,8,6,8,19,56,1,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,680,103,415,247,19,11,680,0,0,0,0,0,374,1499,732,2,2,1,2,0,423,1,es ESP,DF,Cartagena,La Liga 2,35-268,1989,15,"1,274",85,78.6,14.2,14,90,14,1,14,1,0.87,9,22,-13,-0.92,-0.40,10.9,27.3,-16.4,-1.16,-0.10,es ESP,DF,Cartagena,La Liga 2,35-268,1989,14.2,3,0,0,11,9,1,2,8,6,0,0,0,32,28,13,68.3
14,Rubén Alcaraz,es ESP,MF,Cádiz,La Liga 2,33-225,1991,14,12,"1,023",11.4,2,1,3,0,2,3,5,0,3.1,0.7,1.2,1.9,12,62,16,0.18,0.09,0.26,0.00,0.09,0.27,0.11,0.38,0.06,0.17,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,2,12,3,25.0,1.06,0.26,0.00,0.00,24.9,2,2,3,3.1,0.7,0.06,-1.1,-0.7,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,527,632,83.4,10572,3248,200,222,90.1,241,271,88.9,79,120,65.8,1,1.2,1.2,-0.2,11,68,9,3,62,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,632,569,62,51,1,17,23,2,2,1,0,0,527,1,4,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,24,2.11,19,4,0,0,1,0,3,0.26,1,2,0,0,0,0,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,26,16,9,13,4,11,28,39.3,17,20,8,12,13,39,13,0,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,738,25,144,462,140,19,735,3,2,66.7,1,33.3,359,1650,838,12,10,1,13,1,445,16,es ESP,MF,Cádiz,La Liga 2,33-225,1991,14,"1,023",73,63.1,11.4,12,81,6,2,28,1,1.00,13,18,-5,-0.44,-0.14,12.4,15.2,-2.8,-0.25,+0.15,es ESP,MF,Cádiz,La Liga 2,33-225,1991,11.4,5,0,0,22,14,2,23,13,16,0,0,0,53,15,20,42.9
15,Aldasoro,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,18,18,"1,447",16.1,1,2,3,1,0,0,5,0,0.9,0.9,0.6,1.4,15,62,21,0.06,0.12,0.19,0.06,0.19,0.05,0.04,0.09,0.05,0.09,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,1,13,3,23.1,0.81,0.19,0.08,0.33,23.9,0,0,0,0.9,0.9,0.07,+0.1,+0.1,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,540,632,85.4,7348,2889,312,345,90.4,176,191,92.1,15,27,55.6,2,0.6,0.6,+1.4,9,57,6,0,62,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,632,614,15,13,2,0,0,2,0,0,0,0,540,3,19,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,34,2.11,28,0,2,2,1,1,3,0.19,3,0,0,0,0,0,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,30,19,7,16,7,18,41,43.9,23,21,3,18,18,48,30,0,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,809,51,205,454,170,12,809,32,17,53.1,14,43.8,404,1866,1012,15,20,5,23,21,513,21,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,18,"1,447",80,89.3,16.1,18,80,12,0,0,0,2.06,23,11,+12,+0.75,+2.31,23.2,19.4,+3.8,+0.24,+0.45,es ESP,MF,Racing Sant,La Liga 2,25-190,1999,16.1,5,0,0,18,18,0,0,18,19,0,0,0,82,6,19,24.0
16,Iván Alejo,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,15,6,646,7.2,0,2,2,0,0,0,5,0,0.2,0.2,2.3,2.5,27,16,48,0.00,0.28,0.28,0.00,0.28,0.03,0.32,0.35,0.03,0.35,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,0,6,0,0.0,0.84,0.00,0.00,0,22.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,152,255,59.6,2776,1241,70,93,75.3,60,99,60.6,20,54,37.0,2,2.3,2.2,-0.3,12,12,14,11,16,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,255,204,49,8,0,0,76,36,5,0,4,0,152,2,5,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,22,3.07,14,4,1,1,1,1,4,0.56,4,0,0,0,0,0,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,19,12,10,4,5,8,16,50.0,8,6,1,5,5,24,8,0,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,328,8,58,110,164,10,328,18,5,27.8,10,55.6,170,1245,637,27,21,1,10,7,187,48,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,15,646,43,39.9,7.2,6,69,1,9,26,0,0.73,8,11,-3,-0.42,-0.05,7.5,12.8,-5.3,-0.73,-0.71,es ESP,"MF,DF",Cádiz,La Liga 2,29-306,1995,7.2,5,0,0,12,15,1,76,5,12,0,0,0,22,6,5,54.5
17,Alexandre Alemão,br BRA,FW,Oviedo,La Liga 2,26-255,1998,18,18,"1,373",15.3,8,2,10,8,0,0,1,0,8.8,8.8,1.6,10.4,17,13,75,0.52,0.13,0.66,0.52,0.66,0.58,0.10,0.68,0.58,0.68,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,8,50,17,34.0,3.28,1.11,0.16,0.47,13.3,0,0,0,8.8,8.8,0.18,-0.8,-0.8,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,168,246,68.3,2426,413,108,144,75.0,34,47,72.3,16,18,88.9,2,1.6,1.6,+0.4,15,9,2,0,13,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,246,223,23,0,0,3,10,0,0,0,0,0,168,0,13,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,37,2.43,23,0,1,5,7,1,5,0.33,2,0,0,2,1,0,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,14,8,4,4,6,3,12,25.0,9,12,2,10,3,17,9,0,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,461,13,31,181,255,100,461,32,11,34.4,19,59.4,248,1192,363,17,10,15,63,27,339,75,br BRA,FW,Oviedo,La Liga 2,26-255,1998,18,"1,373",76,84.8,15.3,18,76,7,0,0,0,1.61,20,19,+1,+0.07,-0.30,19.7,16.5,+3.2,+0.21,+0.17,br BRA,FW,Oviedo,La Liga 2,26-255,1998,15.3,1,0,0,29,22,5,10,3,8,0,0,0,35,43,45,48.9
18,Alejandro Alfaro,es ESP,MF,La Coruña,La Liga 2,22-180,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,1,1,100.0,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,es ESP,MF,La Coruña,La Liga 2,22-180,2002,1,1,1,0.1,0.0,0,0,0,1,1,3,1.00,0,0,0,0.00,-0.11,0.1,0.1,0.0,-1.27,-1.24,es ESP,MF,La Coruña,La Liga 2,22-180,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Ángel Algobia,es ESP,MF,Levante,La Liga 2,25-172,1999,10,2,248,2.8,1,0,1,1,0,0,1,0,0.4,0.4,0.8,1.3,5,15,5,0.36,0.00,0.36,0.36,0.36,0.16,0.30,0.46,0.16,0.46,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,1,3,2,66.7,1.09,0.73,0.33,0.50,19.6,0,0,0,0.4,0.4,0.15,+0.6,+0.6,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,107,131,81.7,2025,520,47,50,94.0,43,52,82.7,14,21,66.7,0,0.8,0.1,-0.8,4,9,1,0,15,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,131,127,2,2,0,1,1,0,0,0,0,0,107,2,3,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,7,2.54,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,11,9,2,8,1,5,10,50.0,5,4,1,3,7,18,8,0,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,165,7,38,104,27,3,165,2,2,100.0,0,0.0,88,427,237,5,4,0,1,0,95,5,es ESP,MF,Levante,La Liga 2,25-172,1999,10,248,25,16.2,2.8,2,64,0,8,15,2,1.90,5,3,+2,+0.73,+0.37,6.2,2.9,+3.2,+1.17,+1.07,es ESP,MF,Levante,La Liga 2,25-172,1999,2.8,1,0,0,7,0,0,1,7,9,0,1,0,19,3,4,42.9
20,Julio Alonso,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,18,17,"1,390",15.4,0,0,0,0,0,0,3,0,0.1,0.1,1.0,1.1,18,37,54,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,0,4,0,0.0,0.26,0.00,0.00,0,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,409,641,63.8,7102,3124,186,228,81.6,173,265,65.3,39,108,36.1,0,1.0,1.3,-1.0,16,28,19,11,37,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,641,449,190,27,2,6,39,160,3,1,0,0,409,2,20,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,32,2.07,26,4,1,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,28,12,18,8,2,21,32,65.6,11,33,4,29,8,36,28,0,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,807,34,239,344,237,13,807,16,4,25.0,9,56.3,336,1589,762,18,12,2,31,7,358,54,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,18,"1,390",77,85.8,15.4,17,82,9,1,1,0,1.89,17,13,+4,+0.26,-0.91,16.3,16.0,+0.3,+0.02,-0.24,es ESP,DF,CD Mirandés,La Liga 2,25-364,1998,15.4,3,0,0,22,18,4,39,8,12,0,0,0,61,4,12,25.0
21,Carlos Álvarez,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,17,16,"1,360",15.1,3,4,7,3,0,0,3,0,3.5,3.5,4.4,7.9,34,83,76,0.20,0.26,0.46,0.20,0.46,0.23,0.29,0.52,0.23,0.52,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,3,21,9,42.9,1.39,0.60,0.14,0.33,19.9,0,0,0,3.5,3.5,0.17,-0.5,-0.5,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,405,524,77.3,6293,2096,220,251,87.6,124,153,81.0,39,71,54.9,4,4.4,4.3,-0.4,32,46,26,2,83,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,524,488,33,12,16,3,32,0,21,6,7,0,405,3,13,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,69,4.57,53,7,4,1,4,0,10,0.66,6,1,1,1,1,0,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,15,8,6,7,2,6,27,22.2,21,16,2,14,5,20,4,0,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,667,8,97,309,273,36,667,34,21,61.8,10,29.4,394,2285,1263,34,23,8,31,26,482,76,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,17,"1,360",80,88.9,15.1,16,83,8,1,32,0,1.71,26,15,+11,+0.73,+2.85,22.8,16.7,+6.2,+0.41,+1.24,es ESP,"FW,MF",Levante,La Liga 2,21-128,2003,15.1,3,0,0,14,38,4,32,5,8,0,0,0,77,5,10,33.3
22,Agustín Álvarez Martínez,uy URU,FW,Elche,La Liga 2,23-207,2001,17,14,"1,177",13.1,4,2,6,4,0,0,3,0,4.8,4.8,1.1,5.9,9,34,51,0.31,0.15,0.46,0.31,0.46,0.37,0.08,0.45,0.37,0.45,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,4,40,16,40.0,3.06,1.22,0.10,0.25,14.7,2,0,0,4.8,4.8,0.12,-0.8,-0.8,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,283,361,78.4,4144,730,173,207,83.6,77,96,80.2,19,27,70.4,2,1.1,1.6,+0.9,13,31,9,0,34,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,361,338,19,2,3,5,2,0,2,2,0,0,283,4,9,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,31,2.37,22,0,1,3,4,1,5,0.38,3,0,0,2,0,0,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,12,8,2,6,4,4,10,40.0,6,9,0,9,5,17,3,0,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,496,3,26,266,210,54,496,26,13,50.0,9,34.6,293,1300,439,9,8,3,26,33,418,51,uy URU,FW,Elche,La Liga 2,23-207,2001,17,"1,177",69,72.7,13.1,14,78,6,3,29,0,1.71,19,10,+9,+0.69,+0.89,19.3,13.5,+5.8,+0.45,-0.09,uy URU,FW,Elche,La Liga 2,23-207,2001,13.1,3,0,0,15,30,2,2,5,8,1,0,0,27,25,21,54.3
23,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,17,13,"1,239",13.8,0,0,0,0,0,0,5,1,0.7,0.7,0.2,1.0,7,79,9,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,0,8,2,25.0,0.58,0.15,0.00,0.00,15.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,573,700,81.9,9515,3280,280,312,89.7,232,273,85.0,43,76,56.6,0,0.2,0.5,-0.2,8,64,4,1,79,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,700,678,19,12,0,3,7,7,0,0,0,0,573,3,12,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,23,1.67,19,0,0,2,0,2,2,0.15,2,0,0,0,0,0,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,44,25,15,23,6,19,32,59.4,13,27,8,19,17,61,36,1,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,879,45,246,513,128,11,879,15,12,80.0,3,20.0,404,1719,766,7,12,4,22,10,523,9,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,17,"1,239",73,76.5,13.8,13,87,10,4,26,0,1.41,12,13,-1,-0.07,+0.16,16.4,16.8,-0.4,-0.03,+0.09,es ESP,"MF,DF",Eibar,La Liga 2,32-324,1992,13.8,5,1,1,19,9,0,7,17,25,0,1,0,80,25,27,48.1
24,Rubén Alves,es ESP,DF,Tenerife,La Liga 2,30-096,1994,7,5,451,5.0,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,1,8,0,0.20,0.00,0.20,0.20,0.20,0.12,0.01,0.13,0.12,0.13,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,1,3,1,33.3,0.60,0.20,0.33,1.00,11.5,0,0,0,0.6,0.6,0.20,+0.4,+0.4,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,169,198,85.4,3297,1170,47,58,81.0,115,120,95.8,7,19,36.8,0,0.0,0.1,0.0,1,5,1,1,8,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,198,188,10,9,0,1,1,0,0,0,0,0,169,0,1,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,3,0.60,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,9,7,6,3,0,4,6,66.7,2,5,3,2,7,16,25,0,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,250,34,165,76,13,5,250,1,0,0.0,0,0.0,115,433,212,1,2,0,1,1,132,0,es ESP,DF,Tenerife,La Liga 2,30-096,1994,7,451,64,29.5,5.0,5,84,3,2,16,9,0.71,5,8,-3,-0.60,+0.24,4.2,7.5,-3.2,-0.65,-0.54,es ESP,DF,Tenerife,La Liga 2,30-096,1994,5.0,0,0,0,9,2,0,1,7,7,0,2,0,13,15,7,68.2
25,Jair Amador,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,4,2,209,2.3,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,1,8,0,0.00,0.43,0.43,0.00,0.43,0.00,0.11,0.11,0.00,0.11,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,89,120,74.2,1794,723,20,24,83.3,54,65,83.1,12,23,52.2,1,0.2,0.3,+0.8,2,4,0,0,8,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,120,119,1,1,0,0,0,0,0,0,0,0,89,0,3,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,3,1.29,3,0,0,0,0,0,1,0.43,1,0,0,0,0,0,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,2,1,0,2,0,2,2,100.0,0,0,0,0,3,5,18,0,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,148,16,76,67,6,4,148,0,0,0,0,0,63,344,174,1,0,0,1,0,78,0,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,4,209,52,12.9,2.3,2,90,2,2,15,8,2.00,4,2,+2,+0.86,+0.61,6.1,2.1,+4.0,+1.74,+1.71,gq EQG,DF,Zaragoza,La Liga 2,35-113,1989,2.3,1,0,0,3,2,0,0,3,1,0,0,0,6,15,6,71.4
